id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt0367279,80,Arrested Development,Arrested Development (2003),2003,"https://m.media-amazon.com/images/M/MV5BNTFlYTE2YTItZmQ1NS00ZWQ5LWI3OGUtYTQzNDMyZmEyYTZjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Jason Bateman, Michael Cera",8.7,294734
tt5753856,81,Dark,Dark (2017),2017,"https://m.media-amazon.com/images/M/MV5BOTk2NzUyOTctZDdlMS00MDJlLTgzNTEtNzQzYjFhNjA0YjBjXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Louis Hofmann, Karoline Eichhorn",8.7,346799
tt0118421,82,Oz,Oz (1997),1997,"https://m.media-amazon.com/images/M/MV5BYjY3N2M2YjgtZTFjZS00ODA1LWJjMDgtNDgxZDllZWFiMmYyXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ernie Hudson, J.K. Simmons",8.7,96123
tt0248654,83,Six Feet Under,Six Feet Under (2001),2001,"https://m.media-amazon.com/images/M/MV5BN2FmMjg0Y2YtYmMyYi00MTBjLTllYzMtN2VjYzRhOTVmNWRlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,1,128,176_AL_.jpg","Peter Krause, Michael C. Hall",8.7,130721
tt0096697,84,The Simpsons,The Simpsons (1989),1989,"https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Dan Castellaneta, Nancy Cartwright",8.7,390991
tt1910272,85,Steins;Gate,Steins;Gate (2011),2011,"https://m.media-amazon.com/images/M/MV5BMjUxMzE4ZDctODNjMS00MzIwLThjNDktODkwYjc5YWU0MDc0XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_UX128_CR0,3,128,176_AL_.jpg","Mamoru Miyano, Asami Imai",8.7,56366
tt0412142,86,House,House (2004),2004,"https://m.media-amazon.com/images/M/MV5BMDA4NjQzN2ItZDhhNC00ZjVlLWFjNTgtMTEyNDQyOGNjMDE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Hugh Laurie, Omar Epps",8.7,443946
tt4574334,87,Stranger Things,Stranger Things (2016),2016,"https://m.media-amazon.com/images/M/MV5BN2ZmYjg1YmItNWQ4OC00YWM0LWE0ZDktYThjOTZiZjhhN2Q2XkEyXkFqcGdeQXVyNjgxNTQ3Mjk@._V1_UX128_CR0,3,128,176_AL_.jpg","Millie Bobby Brown, Finn Wolfhard",8.7,967563
tt0286486,88,The Shield,The Shield (2002),2002,"https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Chiklis, Michael Jace",8.7,78296
tt6741278,89,Invincible,Invincible (2021),2021,"https://m.media-amazon.com/images/M/MV5BMmE1ODVhMGYtODYyYS00Mjc4LWIzN2EtYWZkZDg1MTUyNDkxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Yeun, J.K. Simmons",8.7,108695
tt0407362,90,Battlestar Galactica,Battlestar Galactica (2004),2004,"https://m.media-amazon.com/images/M/MV5BZjBjMjk4YWQtZjY1MC00NTI5LWEwZDMtYWMyYjk2MjkzMThhXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Edward James Olmos, Mary McDonnell",8.7,161708
tt1606375,91,Downton Abbey,Downton Abbey (2010),2010,"https://m.media-amazon.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Hugh Bonneville, Phyllis Logan",8.7,193281
tt10233448,92,Vinland Saga,Vinland Saga (2019),2019,"https://m.media-amazon.com/images/M/MV5BMWE4OWE0NmMtYjlmOC00NGE1LWJiNDItNDgxNzVjYzViMGQ3XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Ryan Bartley, Kellen Goff",8.7,28447
tt5687612,93,Fleabag,Fleabag (2016),2016,"https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Phoebe Waller-Bridge, Sian Clifford",8.7,134751
tt1856010,94,House of Cards,House of Cards (2013),2013,"https://m.media-amazon.com/images/M/MV5BODM1MDU2NjY5NF5BMl5BanBnXkFtZTgwMDkxNTcwNjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Kevin Spacey, Michel Gill",8.6,490872
tt0804503,95,Mad Men,Mad Men (2007),2007,"https://m.media-amazon.com/images/M/MV5BNTgxNDZlODQtNDcwOC00NWQ5LTljNWMtMDhjY2U5YTUzMTc4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX128_CR0,3,128,176_AL_.jpg","Jon Hamm, Elisabeth Moss",8.6,228310
tt5788792,96,The Marvelous Mrs. Maisel,The Marvelous Mrs. Maisel (2017),2017,"https://m.media-amazon.com/images/M/MV5BMzk2ZmFhNjMtOWM2YS00MGU4LTk3ODMtY2Q2MjU2ODA0MDg4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Rachel Brosnahan, Alex Borstein",8.6,101079
tt1190634,97,The Boys,The Boys (2019),2019,"https://m.media-amazon.com/images/M/MV5BNGEyOGJiNWEtMTgwMi00ODU4LTlkMjItZWI4NjFmMzgxZGY2XkEyXkFqcGdeQXVyNjcyNjcyMzQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Karl Urban, Jack Quaid",8.6,348237
tt0388629,98,One Piece,One Piece (1999),1999,"https://m.media-amazon.com/images/M/MV5BODcwNWE3OTMtMDc3MS00NDFjLWE1OTAtNDU3NjgxODMxY2UyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Mayumi Tanaka, Tony Beck",8.6,104484
tt4786824,99,The Crown,The Crown (2016),2016,"https://m.media-amazon.com/images/M/MV5BZmY0MzBlNjctNTRmNy00Njk3LWFjMzctMWQwZDAwMGJmY2MyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Claire Foy, Olivia Colman",8.6,187492
tt0758745,100,Friday Night Lights,Friday Night Lights (2006),2006,"https://m.media-amazon.com/images/M/MV5BYTkxZDVhZGItZjM3Yi00YTU1LTk2ZDYtYTI4NTg2Mjc0NWY1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY176_CR0,0,128,176_AL_.jpg","Kyle Chandler, Connie Britton",8.6,63503
tt0092455,101,Star Trek: The Next Generation,Star Trek: The Next Generation (1987),1987,"https://m.media-amazon.com/images/M/MV5BOWFhYjE4NzMtOWJmZi00NzEyLTg5NTctYmIxMTU1ZDIxMDAyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,1,128,176_AL_.jpg","Patrick Stewart, Brent Spiner",8.6,114238
tt1628033,102,Top Gear,Top Gear (2002),2002,"https://m.media-amazon.com/images/M/MV5BYzkwZDgwZmQtOWE4Yy00ZjgyLTgxZTYtZTRiMTg5MWY4NTFiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Jeremy Clarkson, Richard Hammond",8.6,114936
tt0387764,103,Peep Show,Peep Show (2003),2003,"https://m.media-amazon.com/images/M/MV5BZjYwMWJhOWMtZTc5ZC00MGY0LTg0ZjktMzFhODhhZGZhNDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","David Mitchell, Robert Webb",8.6,58010
tt0086661,104,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes (1984),1984,"https://m.media-amazon.com/images/M/MV5BOTU0ODg2ODMtZDQ0OS00N2MzLWIwYWUtZDQ2N2E2ZTZiNzI1XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX128_CR0,1,128,176_AL_.jpg","Jeremy Brett, David Burke",8.6,21628
tt5712554,105,The Grand Tour,The Grand Tour (2016),2016,"https://m.media-amazon.com/images/M/MV5BYjkyOWIyZGYtYzU3ZS00NWM2LThjZGEtMDZjZjg2MTI2NzBhXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_UX128_CR0,3,128,176_AL_.jpg","Jeremy Clarkson, James May",8.6,71190
tt14392248,106,Aspirants,Aspirants (2021),2021,"https://m.media-amazon.com/images/M/MV5BNWRkMjA0NjItMmViYS00MDQyLTgyMWYtOWFmOTA4NmU5MjRjXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_UX128_CR0,1,128,176_AL_.jpg","Naveen Kasturia, Shivankit Singh Parihar",8.6,291600
tt0106179,107,The X-Files,The X-Files (1993),1993,"https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","David Duchovny, Gillian Anderson",8.6,215252
tt0773262,108,Dexter,Dexter (2006),2006,"https://m.media-amazon.com/images/M/MV5BZjkzMmU5MjMtODllZS00OTA5LTk2ZTEtNjdhYjZhMDA5ZTRhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY176_CR0,0,128,176_AL_.jpg","Michael C. Hall, Jennifer Carpenter",8.6,706972
tt1266020,109,Parks and Recreation,Parks and Recreation (2009),2009,"https://m.media-amazon.com/images/M/MV5BMjA5MjUxNDgwNF5BMl5BanBnXkFtZTgwMDI5NjMwNDE@._V1_UY176_CR0,0,128,176_AL_.jpg","Amy Poehler, Jim O'Heir",8.6,243470
tt0459159,110,The Thick of It,The Thick of It (2005),2005,"https://m.media-amazon.com/images/M/MV5BZjc0ZDA5OTItYzhjNi00ZTJjLTg4OTYtZjk3NzBhODRlMTViXkEyXkFqcGdeQXVyMjc5OTMxMzQ@._V1_UX128_CR0,1,128,176_AL_.jpg","Chris Addison, James Smith",8.6,22689
tt2303687,111,Line of Duty,Line of Duty (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX128_CR0,1,128,176_AL_.jpg","Martin Compston, Vicky McClure",8.6,54219
tt0348914,112,Deadwood,Deadwood (2004),2004,"https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Timothy Olyphant, Ian McShane",8.6,103052
tt6025022,113,Justice League Unlimited,Justice League Unlimited (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTI3MjI1NTAtYjI2ZS00OTVlLTk0OTQtNTc5M2U3NmNmYjMzXkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_UX128_CR0,3,128,176_AL_.jpg","George Newbern, Kevin Conroy",8.6,14521
tt4299972,114,The Jinx: The Life and Deaths of Robert Durst,The Jinx: The Life and Deaths of Robert Durst (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjI0OTc3MzY5Ml5BMl5BanBnXkFtZTgwNjk3MDUyNDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Andrew Jarecki, Robert Durst",8.6,44255
tt0318871,115,Berserk,Berserk (1997),1997,"https://m.media-amazon.com/images/M/MV5BYWE1YTU4NmYtMTY2Ni00NDIxLTgwMzYtNWJjYWE4MDE5OTE1XkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Marc Diraison, Nobutoshi Canna",8.6,35165
tt0111958,116,Father Ted,Father Ted (1995),1995,"https://m.media-amazon.com/images/M/MV5BYzI2YzQ5MWMtZGU0OC00ZDZkLWFiMGQtMWQzNmQ2Y2E3NDUyXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY176_CR3,0,128,176_AL_.jpg","Dermot Morgan, Ardal O'Hanlon",8.6,39180
tt3322312,117,Daredevil,Daredevil (2015),2015,"https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Charlie Cox, Vincent D'Onofrio",8.6,410895
tt9335498,118,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba (2019),2019,"https://m.media-amazon.com/images/M/MV5BZjZjNzI5MDctY2Y4YS00NmM4LTljMmItZTFkOTExNGI3ODRhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX128_CR0,1,128,176_AL_.jpg","Natsuki Hanae, Yoshitsugu Matsuoka",8.6,81314
tt0994314,119,Code Geass,Code Geass (2006),2006,"https://m.media-amazon.com/images/M/MV5BYmEyM2VlZWItNWY4Ni00YmY2LWE3YTAtYjljMmU1MWEyYmZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY176_CR0,0,128,176_AL_.jpg","Jun Fukuyama, Takahiro Sakurai",8.6,62577
tt1641384,120,Young Justice,Young Justice (2010),2010,"https://m.media-amazon.com/images/M/MV5BMTAwYzE4NzItY2Q3Zi00NjRmLWE5ZTAtMDM5OWIyMmQ3MTFlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Nolan North, Danica McKellar",8.6,38277
tt3398540,121,Haikyuu!!,Haikyuu!! (2014),2014,"https://m.media-amazon.com/images/M/MV5BNzQ1MmJjZDUtMmI5OC00ZDk2LThkODQtODgwYmU0MTIzNDhmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Ayumu Murase, Kaito Ishikawa",8.6,20711
tt4288182,122,Atlanta,Atlanta (2016),2016,"https://m.media-amazon.com/images/M/MV5BOTNiYmVjNjktZDhhNy00NGQ0LTg0YzYtYWVlMTVjMTQyMDU5XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX128_CR0,3,128,176_AL_.jpg","Donald Glover, Brian Tyree Henry",8.6,62147
tt1733785,123,The Bridge,The Bridge (2011),2011,"https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@._V1_UX128_CR0,1,128,176_AL_.jpg","Sofia Helin, Rafael Pettersson",8.6,66123
tt1486217,124,Archer,Archer (2009),2009,"https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","H. Jon Benjamin, Judy Greer",8.6,149260
tt0088484,125,Blackadder II,Blackadder II (1986),1986,"https://m.media-amazon.com/images/M/MV5BMTI4NDc1NDg0N15BMl5BanBnXkFtZTYwNjk0MTc5._V1_UX128_CR0,1,128,176_AL_.jpg","Rowan Atkinson, Tony Robinson",8.6,45582
tt5555260,126,This Is Us,This Is Us (2016),2016,"https://m.media-amazon.com/images/M/MV5BNzYxYWY3YzctZjRiNS00MTViLTk5OTYtZDEyNzAwNGE5ODY0XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX128_CR0,3,128,176_AL_.jpg","Sterling K. Brown, Justin Hartley",8.6,127616
tt0988824,127,Naruto: Shippûden,Naruto: Shippûden (2007),2007,"https://m.media-amazon.com/images/M/MV5BMTE5NzIwMGUtYTE1MS00MDUxLTgyZjctOWVkZDAxM2M4ZWQ4XkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Junko Takeuchi, Maile Flanagan",8.6,111609
tt8289930,128,Formula 1: Drive to Survive,Formula 1: Drive to Survive (2019),2019,"https://m.media-amazon.com/images/M/MV5BMzVkMGU0YWMtOWQxMC00MjFhLTg1NjAtMDFlZTZlYzJlMjlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Lewis Hamilton, Daniel Ricciardo",8.6,32789
tt2049116,129,Gomorrah,Gomorrah (2014),2014,"https://m.media-amazon.com/images/M/MV5BMTgzNmNjZGQtMjM3ZC00Y2Y2LTlkZGItM2EwNTM2MmUyMDExXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_UX128_CR0,3,128,176_AL_.jpg","Salvatore Esposito, Marco D'Amore",8.6,37512
tt9140342,130,It's a Sin,It's a Sin (2021),2021,"https://m.media-amazon.com/images/M/MV5BZWIyNGI1N2YtNzRlZS00NTFjLTk5MzMtZjQ5MTUwMTljZDZkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX128_CR0,3,128,176_AL_.jpg","Olly Alexander, Nathaniel Curtis",8.6,27949
tt0096639,131,Lonesome Dove,Lonesome Dove (1989),1989,"https://m.media-amazon.com/images/M/MV5BMmJmYTg0MDEtN2VjMC00YmUxLWFhNmMtZTBiYjQ2ZGQ5ZWMyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Robert Duvall, Tommy Lee Jones",8.6,22380
tt0434706,132,Monster,Monster (2004),2004,"https://m.media-amazon.com/images/M/MV5BM2ZkYTAwMGMtOGEwOS00MzBjLTgxOGYtZTYwY2E1ZjMyZmY4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Hidenobu Kiuchi, Liam O'Brien",8.6,26598
tt5290382,133,Mindhunter,Mindhunter (2017),2017,"https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Jonathan Groff, Holt McCallany",8.6,262267
tt0092324,134,Blackadder the Third,Blackadder the Third (1987),1987,"https://m.media-amazon.com/images/M/MV5BMGViZTgzNjEtZWQ3My00YjJkLTk2OGUtZDQ1ODg2ZGEyNzhhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Rowan Atkinson, Tony Robinson",8.6,43276
tt0090509,135,The Return of Sherlock Holmes,The Return of Sherlock Holmes (1986),1986,"https://m.media-amazon.com/images/M/MV5BMjM1OTc0MjMtZjFmOS00ZmQ0LTk1ZWItM2U1YTc5ODZjZjI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Jeremy Brett, Edward Hardwicke",8.6,11833
tt0094517,136,Mystery Science Theater 3000,Mystery Science Theater 3000 (1988),1988,"https://m.media-amazon.com/images/M/MV5BMTc4Nzc0Mzc5M15BMl5BanBnXkFtZTcwMDYzNTYyMQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Joel Hodgson, Michael J. Nelson",8.6,24185
tt9174558,137,Dopesick,Dopesick (2021),2021,"https://m.media-amazon.com/images/M/MV5BZTc5NmU1YWUtMzgxNC00YmVmLTk1MDYtNjlkNjQwZGVjMTIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Keaton, Peter Sarsgaard",8.6,39929
tt5189670,138,Making a Murderer,Making a Murderer (2015),2015,"https://m.media-amazon.com/images/M/MV5BMTg4Mjc1NjE4Ml5BMl5BanBnXkFtZTgwMjk2NjA1NjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Avery, Dolores Avery",8.6,92576
tt1305826,139,Adventure Time,Adventure Time (2010),2010,"https://m.media-amazon.com/images/M/MV5BZGY2ZGFkYjctOWY2Ni00MGQ5LWE4OTItNjJhNzA5MWFmMjk1XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX128_CR0,3,128,176_AL_.jpg","John DiMaggio, Jeremy Shada",8.6,88053
tt0475784,140,Westworld,Westworld (2016),2016,"https://m.media-amazon.com/images/M/MV5BMTRmYzNmOTctZjMwOS00ODZlLWJiZGQtNDg5NDY5NjE3MTczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Evan Rachel Wood, Jeffrey Wright",8.6,468403
tt1795096,141,Behzat Ç.: Bir Ankara Polisiyesi,Behzat Ç.: Bir Ankara Polisiyesi (2010),2010,"https://m.media-amazon.com/images/M/MV5BZDZjY2I5ZjEtZGE2MS00ZjRmLTlmMGEtMDQ5ZmZhZWJjYzk3XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UX128_CR0,1,128,176_AL_.jpg","Erdal Besikçioglu, Inanç Konukçu",8.6,29161
tt4236770,142,Yellowstone,Yellowstone (2018),2018,"https://m.media-amazon.com/images/M/MV5BZjhkNWM1NTQtODI4NS00NzllLTg1ODAtYjg3N2QxZjc3ZjRiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY176_CR0,0,128,176_AL_.jpg","Kevin Costner, Luke Grimes",8.6,101281
tt0380136,143,QI,QI (2003),2003,"https://m.media-amazon.com/images/M/MV5BMjgyYWUxNGMtMGMwZi00OWIyLTkwN2ItOWYyYWUxYzcyNzUwXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_UX128_CR0,3,128,176_AL_.jpg","Alan Davies, Stephen Fry",8.5,31162
tt5421602,144,Anne with an E,Anne with an E (2017),2017,"https://m.media-amazon.com/images/M/MV5BNThmMzJlNzgtYmY5ZC00MDllLThmZTMtNTRiMjQwNmY0NmRhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY176_CR6,0,128,176_AL_.jpg","Amybeth McNulty, Geraldine James",8.5,49365
tt6763664,145,The Haunting of Hill House,The Haunting of Hill House (2018),2018,"https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Michiel Huisman, Carla Gugino",8.5,222325
tt0096657,146,Mr. Bean,Mr. Bean (1990),1990,"https://m.media-amazon.com/images/M/MV5BOGNjZTRlNDctNGI0Yi00YmFkLTljMmQtMjQ1ZjdiNmU5YTc0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Rowan Atkinson, Robin Driscoll",8.5,113169
tt0268093,147,Ramayan,Ramayan (1987),1987,"https://m.media-amazon.com/images/M/MV5BODFjYWEyOTktMTU3OC00YTBhLWE4ZmEtNTJiYWUzYTYwMjIzXkEyXkFqcGdeQXVyNjU1NDgwMDg@._V1_UX128_CR0,1,128,176_AL_.jpg","Arun Govil, Deepika Chikhalia",8.5,18793
tt1489428,148,Justified,Justified (2010),2010,"https://m.media-amazon.com/images/M/MV5BMTgzNjQ4NjM1NF5BMl5BanBnXkFtZTcwNzQ4OTEzNw@@._V1_UY176_CR0,0,128,176_AL_.jpg","Timothy Olyphant, Nick Searcy",8.5,95836
tt0979432,149,Boardwalk Empire,Boardwalk Empire (2010),2010,"https://m.media-amazon.com/images/M/MV5BYTYxNzc5ZmYtODcyNi00ZWUwLWExNWUtY2Y0YTlhZDBlMGU1XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Steve Buscemi, Kelly Macdonald",8.5,183458
tt0094525,150,Poirot,Poirot (1989),1989,"https://m.media-amazon.com/images/M/MV5BODljYzNlZTMtMWIwNi00N2QzLWE2ZTAtZDBmYzIwYzhlZDY2XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX128_CR0,1,128,176_AL_.jpg","David Suchet, Hugh Fraser",8.5,43138
tt2244495,151,The Eric Andre Show,The Eric Andre Show (2012),2012,"https://m.media-amazon.com/images/M/MV5BZWI4YTVhYmMtZmZjNS00MmFjLTkyMDItNzcxYjVjZjZmODliXkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Eric André, Hannibal Buress",8.5,16765
tt10048342,152,The Queen's Gambit,The Queen's Gambit (2020),2020,"https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_UX128_CR0,3,128,176_AL_.jpg","Anya Taylor-Joy, Chloe Pirrie",8.5,393447
tt0053488,153,The Bugs Bunny Show,The Bugs Bunny Show (1960),1960,"https://m.media-amazon.com/images/M/MV5BMzczMzM3M2EtY2E1MS00ZjA2LTg0ZjctOWNjZWMxN2NkYzFkXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX128_CR0,3,128,176_AL_.jpg","Mel Blanc, June Foray",8.5,32949
tt2100976,154,Impractical Jokers,Impractical Jokers (2011),2011,"https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX128_CR0,1,128,176_AL_.jpg","Brian Quinn, James Murray",8.5,37975
tt1870479,155,The Newsroom,The Newsroom (2012),2012,"https://m.media-amazon.com/images/M/MV5BZDI0OWIwMTgtZGIyOC00ODRhLWIwNjAtOWViZmMwOWYwOGViXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Jeff Daniels, Emily Mortimer",8.5,112150
tt1518542,156,Sarabhai V/S Sarabhai,Sarabhai V/S Sarabhai (2004),2004,"https://m.media-amazon.com/images/M/MV5BNjYxNzBhMmQtZjM4Yy00MGZiLWFmNDAtYmVkZGM0MWNlMTU3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Satish Shah, Ratna Pathak Shah",8.5,16414
tt0863046,157,Flight of the Conchords,Flight of the Conchords (2007),2007,"https://m.media-amazon.com/images/M/MV5BNTM4M2VhY2UtZTJmMi00YmFjLTk4OWItMzU2ZDA3NTUxZjYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Jemaine Clement, Bret McKenzie",8.5,58955
tt0275137,158,Justice League,Justice League (2001),2001,"https://m.media-amazon.com/images/M/MV5BMDE2ODk0ZTctMGI4Ni00ODgwLTk4OTAtOGNiNjZkMzI3NTY0XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_UX128_CR0,3,128,176_AL_.jpg","Carl Lumbly, Phil LaMarr",8.5,44894
tt12343534,159,Jujutsu Kaisen,Jujutsu Kaisen (2020),2020,"https://m.media-amazon.com/images/M/MV5BNzQyYzU3Y2MtOWY2Yy00ZGM2LTg3ZTUtMDJkZTJiMmEzMjYxXkEyXkFqcGdeQXVyMTI2NTY3NDg5._V1_UY176_CR6,0,128,176_AL_.jpg","Junya Enoki, Adam McArthur",8.5,43825
tt10850932,160,Crash Landing on You,Crash Landing on You (2019),2019,"https://m.media-amazon.com/images/M/MV5BMzRiZWUyN2YtNDI4YS00NTg2LTg0OTgtMGI2ZjU4ODQ4Yjk3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UX128_CR0,1,128,176_AL_.jpg","Hyun Bin, Son Ye-jin",8.5,23199
